Date,Time,Off.Wrist.Status,Activity,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status
4/9/2021,8:40:00 AM,0.2,50.3,391.6,454.9,886.4,353.6,-0.3,NA
4/9/2021,8:50:00 AM,0,201.6,165.45,210.5,291.1,150.8,0.5,NA
4/9/2021,9:00:00 AM,0,519.8,65.37,95.7,92.7,57.1,1,NA
4/9/2021,9:10:00 AM,0,354.5,209.86,333,265.4,176.8,1,NA
4/9/2021,9:20:00 AM,0,124.1,28.69,30.22,28.4,17.16,0.3,NA
4/9/2021,9:30:00 AM,0,81.8,27.23,28.3,23.3,15.88,0,NA
4/9/2021,9:40:00 AM,0,93.5,28.15,27.23,24.71,15.91,0,NA
4/9/2021,9:50:00 AM,0,97.2,26.69,27.07,23.63,15.79,0.1,NA
4/9/2021,10:00:00 AM,0,93.1,82.41,100,117.7,61.1,0.1,NA
4/9/2021,10:10:00 AM,0,34.7,304.3,352,430.1,246.2,0,NA
4/9/2021,10:20:00 AM,0,82.5,2152.3,1649,2000,1482,0,NA
4/9/2021,10:30:00 AM,0,55.7,2656.29,2797,5950,2325,0,NA
4/9/2021,10:40:00 AM,0,63.9,818.05,794,3039,622,0,NA
4/9/2021,10:50:00 AM,0,56.9,245.34,353,331,202,0,NA
4/9/2021,11:00:00 AM,0,538.6,210.84,318,307,182,1,NA
4/9/2021,11:10:00 AM,0,544.6,100.04,159.7,132.2,84.2,1,NA
4/9/2021,11:20:00 AM,0,457.2,77.66,115,104.1,63.5,1,NA
4/9/2021,11:30:00 AM,0,433.1,53,73.56,74,42.34,1,NA
4/9/2021,11:40:00 AM,0,622,65.53,95.7,92.6,55.5,1,NA
4/9/2021,11:50:00 AM,0,375,56.16,77.8,84.5,48.9,0.9,NA
4/9/2021,12:00:00 PM,0,224.2,36.61,32.4,30.5,19.8,0.7,NA
4/9/2021,12:10:00 PM,0,460.3,27.12,40.1,34.68,22.18,1,NA
4/9/2021,12:20:00 PM,0,613.2,470.12,686.5,767.58,439.05,1,NA
4/9/2021,12:30:00 PM,0,429.1,230.15,347.2,316.5,212.2,1,NA
4/9/2021,12:40:00 PM,0,189,101.7,137.8,122.4,84.7,0.5,NA
4/9/2021,12:50:00 PM,0,68.1,66.55,96.7,70.7,53.6,0.1,NA
4/9/2021,1:00:00 PM,0,53.2,470.8,611.4,644.7,440.5,0,NA
4/9/2021,1:10:00 PM,0,68.4,489.45,637,675.6,455,0.1,NA
4/9/2021,1:20:00 PM,0,160.9,214.62,296.6,315.93,198.21,0.4,NA
4/9/2021,1:30:00 PM,0,265.5,45.21,71.9,55.5,39,0.7,NA
4/9/2021,1:40:00 PM,0,122.4,45.12,64.1,53.99,38.43,0.2,NA
4/9/2021,1:50:00 PM,0,36.5,83.46,111.6,110.7,76,0,NA
4/9/2021,2:00:00 PM,0,116.6,84.56,117.2,108,76,0.1,NA
4/9/2021,2:10:00 PM,0,64.7,52.88,78.3,57.7,44.3,0,NA
4/9/2021,2:20:00 PM,0,66.2,882.91,947,1480,786,0,NA
4/9/2021,2:30:00 PM,0,118.7,957.85,1002,1624,863,0,NA
4/9/2021,2:40:00 PM,0,67.3,467.15,503,848,437,0,NA
4/9/2021,2:50:00 PM,0,235.5,97.07,131.9,154.2,100.4,0.5,NA
4/9/2021,3:00:00 PM,0,182.9,63.29,85.9,97.9,66.2,0.4,NA
4/9/2021,3:10:00 PM,0,472.2,232.84,430.391,283.1,206.39,0.8,NA
4/9/2021,3:20:00 PM,0,459.3,517.79,987.87,752,507.59,1,NA
4/9/2021,3:30:00 PM,0,312,63.23,140.59,187.6,114.19,0.6,NA
4/9/2021,3:40:00 PM,0,105.1,0,39.3,178,90.5,0,NA
4/9/2021,3:50:00 PM,0,228.1,11.83,37.2,15.8,74.2,0.5,NA
4/9/2021,4:00:00 PM,0,494.9,102.75,37,41,22.84,0.8,NA
4/9/2021,4:10:00 PM,0,359.9,78.26,35.3,40.3,21.63,0.9,NA
4/9/2021,4:20:00 PM,0,263.1,68.01,48,56,29.68,0.7,NA
4/9/2021,4:30:00 PM,0,301,95.02,71.85,70.87,44.97,0.8,NA
4/9/2021,4:40:00 PM,0,196,73.65,36.43,42.4,22.39,0.6,NA
4/9/2021,4:50:00 PM,0,622,2.99,183.3,897.9,195.3,1,NA
4/9/2021,5:00:00 PM,0,721.2,7.24,63.271,200.712,49.2,1,NA
4/9/2021,5:10:00 PM,0,392.4,185.29,268.2,167.2,125.58,0.9,NA
4/9/2021,5:20:00 PM,0,302.4,1821.79,424.67,323.558,243.419,0.8,NA
4/9/2021,5:30:00 PM,0,393.5,13.65,17.331,6.08,5.1811,1,NA
4/9/2021,5:40:00 PM,0,427.9,0.34,1.822,0.517,0.2137,1,NA
4/9/2021,5:50:00 PM,0,360.8,0.99,8.341,0.96,0.4206,1,NA
4/9/2021,6:00:00 PM,0,282.4,0.33,1.831,0.416,0.139,1,NA
4/9/2021,6:10:00 PM,0,333.1,6.99,12.231,5.61,4.54,0.7,NA
4/9/2021,6:20:00 PM,0,434.5,5.01,14.99,5.21,4.374,0.8,NA
4/9/2021,6:30:00 PM,0,429.2,0.67,5.97,0.568,0.28,1,NA
4/9/2021,6:40:00 PM,0,342.4,0.45,3.78,0.46,0.1912,1,NA
4/9/2021,6:50:00 PM,0,438.2,0.47,4.271,0.408,0.1983,1,NA
4/9/2021,7:00:00 PM,0,587.4,1.16,6.9,1.242,0.9672,1,NA
4/9/2021,7:10:00 PM,0,335.9,0.14,1.072,0.153,0.0634,1,NA
4/9/2021,7:20:00 PM,0,464,0.3,2.741,0.254,0.1277,1,NA
4/9/2021,7:30:00 PM,0,428.6,0.61,3.441,0.657,0.4941,1,NA
4/9/2021,7:40:00 PM,0,255.2,0,3.862,11.922,4.44,0.9,NA
4/9/2021,7:50:00 PM,0,491.4,1.08,0.72,0.66,0.758,0.9,NA
4/9/2021,8:00:00 PM,0,163,0.98,1.14,1.07,0.77,0.4,NA
4/9/2021,8:10:00 PM,0,241.1,0,3.35,5.53,22.35,0.7,NA
4/9/2021,8:20:00 PM,0,310.6,0,0.43,0,20,1,NA
4/9/2021,8:30:00 PM,0,441.2,0,0.59,0,0.51,1,NA
4/9/2021,8:40:00 PM,0,352.6,0,0,0,0,0.7,NA
4/9/2021,8:50:00 PM,0,372.9,0,0.35,0.34,0.34,0.9,NA
4/9/2021,9:00:00 PM,0,588,0,0,0,0,1,NA
4/9/2021,9:10:00 PM,0,260.2,0,0,0,0,0.7,NA
4/9/2021,9:20:00 PM,0,418.5,0,0,0,0,0.9,NA
4/9/2021,9:30:00 PM,0,922.1,0.72,4.8,2.31,1.77,1,NA
4/9/2021,9:40:00 PM,0.4,322.1,2.87,19.48,5,46.8,0,NA
4/9/2021,9:50:00 PM,1,-1,-1,-1,-1,-1,-1,NA
4/9/2021,10:00:00 PM,1,-1,-1,-1,-1,-1,-1,NA
4/9/2021,10:10:00 PM,1,-1,-1,-1,-1,-1,-1,NA
4/9/2021,10:20:00 PM,1,-1,-1,-1,-1,-1,-1,NA
4/9/2021,10:30:00 PM,1,-1,-1,-1,-1,-1,-1,NA
4/9/2021,10:40:00 PM,0.5,463.4,-0.5,13.3,64.9,16.4,-0.2,NA
4/9/2021,10:50:00 PM,0,1006.5,236.75,78.8,130.6,52.7,1,NA
4/9/2021,11:00:00 PM,0,630.2,0,56.3,128.9,51.49,1,NA
4/9/2021,11:10:00 PM,0,709.6,2.63,59.8,74.9,47.2,1,NA
4/9/2021,11:20:00 PM,0,638.7,0.56,42.47,71.1,30.87,1,NA
4/9/2021,11:30:00 PM,0,376.4,21.31,52.5,229.61,69,0.9,NA
4/9/2021,11:40:00 PM,0,299.2,0,50.3,79.9,48.4,1,NA
4/9/2021,11:50:00 PM,0,611.8,0,55.02,190.2,44,0.8,NA
4/9/2021,12:00:00 AM,0,534.7,0,121.2,470.5,109.7,1,NA
4/10/2021,12:10:00 AM,0,481.8,0,25.42,23.4,32.39,1,NA
4/10/2021,12:20:00 AM,0,561.8,299.85,100.9,141.8,70.2,1,NA
4/10/2021,12:30:00 AM,0,566.7,0,18.01,25.49,52.9,0.8,NA
4/10/2021,12:40:00 AM,0,449,0,42.07,194.33,40.4,1,NA
4/10/2021,12:50:00 AM,0,497.2,0,54.1,159.9,47.3,1,NA
4/10/2021,1:00:00 AM,0,510.2,0,46.9,83.5,42.6,1,NA
4/10/2021,1:10:00 AM,0,350.1,7.83,15.81,44.89,7.68,1,NA
4/10/2021,1:20:00 AM,0,256.7,28.2,67.08,31.87,21.72,1,NA
4/10/2021,1:30:00 AM,0,290.1,36.63,103,30.38,29.89,0.6,NA
4/10/2021,1:40:00 AM,0,307.1,45.33,135.83,53.3,38.8,0.8,NA
4/10/2021,1:50:00 AM,0,400.3,36.66,140.9,42.23,33.09,0.9,NA
4/10/2021,2:00:00 AM,0,210.5,105.42,248.6,115.52,82.28,0.7,NA
4/10/2021,2:10:00 AM,0,95.2,24.06,83.8,26.53,21.69,0,NA
4/10/2021,2:20:00 AM,0,205.8,240.27,609.3,242,189.54,0.7,NA
4/10/2021,2:30:00 AM,0,250.8,101.6,278.4,107.16,80.91,0.6,NA
4/10/2021,2:40:00 AM,0,191.4,29.68,110.35,31.412,27.819,0.6,NA
4/10/2021,2:50:00 AM,0,75.7,10.66,42.26,12.99,10.079,0.1,NA
4/10/2021,3:00:00 AM,0,145.5,114.91,72.5,34.04,23.04,0.4,NA
4/10/2021,3:10:00 AM,0,423.1,73.63,179.4,84.8,58.1,0.9,NA
4/10/2021,3:20:00 AM,0,180.7,49.42,156.5,57.54,45.7,0.5,NA
4/10/2021,3:30:00 AM,0,357.5,0,13.681,84,13.8,0.7,NA
4/10/2021,3:40:00 AM,0,150.7,0,0,0,0,0.3,NA
4/10/2021,3:50:00 AM,0,213,0,0,0,0,0.6,NA
4/10/2021,4:00:00 AM,0,198.2,0,0,0,0,0.6,NA
4/10/2021,4:10:00 AM,0,238.2,0,12.63,2.8,33,0.5,NA
4/10/2021,4:20:00 AM,0,88.7,0,0,0,0,0,NA
4/10/2021,4:30:00 AM,0,277,0,0,0,0,0.8,NA
4/10/2021,4:40:00 AM,0,110.9,0,0,0,0,0.1,NA
4/10/2021,4:50:00 AM,0,136.5,0,0,0,0,0.4,NA
4/10/2021,5:00:00 AM,0,189.2,0,0,0,0,0.5,NA
4/10/2021,5:10:00 AM,0,192.7,0,0,0,0,0.4,NA
4/10/2021,5:20:00 AM,0,89.6,0,0,0,0,0.2,NA
4/10/2021,5:30:00 AM,0,41,0,0,0,0,0,NA
4/10/2021,5:40:00 AM,0,1.5,0,0,0,0,0,NA
4/10/2021,5:50:00 AM,0,0.2,0,0,0,0,0,NA
4/10/2021,6:00:00 AM,0,29.2,0,0,0,0,0,NA
4/10/2021,6:10:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,6:20:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,6:30:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,6:40:00 AM,0,1.6,0,0,0,0,0,NA
4/10/2021,6:50:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,7:00:00 AM,0,17.3,0,0,0,0,0,NA
4/10/2021,7:10:00 AM,0,23,0,0,0,0,0,NA
4/10/2021,7:20:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,7:30:00 AM,0,0.3,0,0,0,0,0,NA
4/10/2021,7:40:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,7:50:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,8:00:00 AM,0,19.6,0,0,0,0,0,NA
4/10/2021,8:10:00 AM,0,21.3,0.14,0.515,0.257,0.1166,0,NA
4/10/2021,8:20:00 AM,0,35.1,0,0,0,0,0,NA
4/10/2021,8:30:00 AM,0,28.8,0,0,0,0,0,NA
4/10/2021,8:40:00 AM,0,0,0,0,0,0,0,NA
4/10/2021,8:50:00 AM,0,62.1,0,0,0.006,0,0.1,NA
4/10/2021,9:00:00 AM,0,299.7,0.1,0.483,0.205,0.098,0.7,NA
4/10/2021,9:10:00 AM,0,225.9,0.66,1.214,1.448,0.515,0.9,NA
4/10/2021,9:20:00 AM,0,247.5,13.39,8.462,12.382,5.0473,0.9,NA
4/10/2021,9:30:00 AM,0,211.4,22.98,44.41,224,30.49,0.7,NA
4/10/2021,9:40:00 AM,0,299.2,0,2.96,7.73,1.2,0.8,NA
4/10/2021,9:50:00 AM,0,141,0,1.8,0,0,0.2,NA
4/10/2021,10:00:00 AM,0,172.8,0,12.4,5.3,22.1,0.4,NA
4/10/2021,10:10:00 AM,0,365.9,20.27,57.95,94.37,49.46,1,NA
4/10/2021,10:20:00 AM,0,474.7,28.16,11.312,10.83,8.9,1,NA
4/10/2021,10:30:00 AM,0,431.7,43.21,52.76,54.74,38.21,1,NA
4/10/2021,10:40:00 AM,0,258.6,0,0.24,0,0.2,0.7,NA
4/10/2021,10:50:00 AM,0,12.5,0,0,0,0,0,NA
4/10/2021,11:00:00 AM,0,80.5,9.9,13.881,8.429,6.4,0.3,NA
4/10/2021,11:10:00 AM,0,230.6,397.11,65.1,69.9,36.38,0.6,NA
4/10/2021,11:20:00 AM,0,183.3,10.4,24.03,12.03,8.89,0.5,NA
4/10/2021,11:30:00 AM,0,138.4,0,0,0,0,0.4,NA
4/10/2021,11:40:00 AM,0,10.5,0,0,0,0,0,NA
4/10/2021,11:50:00 AM,0,4.2,0,0,0,0,0,NA
4/10/2021,12:00:00 PM,0,25.4,0,0,0,0,0.1,NA
4/10/2021,12:10:00 PM,0,447.4,0,145.32,231.4,141.25,1,NA
4/10/2021,12:20:00 PM,0,466.9,0,106.75,321.17,116.25,0.7,NA
4/10/2021,12:30:00 PM,0,512.9,22.6,164.131,26.758,9.7131,1,NA
4/10/2021,12:40:00 PM,0,456.9,4.85,42.4,4.55,2.05,1,NA
4/10/2021,12:50:00 PM,0,551.1,81.78,556.9,105.44,35.08,1,NA
4/10/2021,1:00:00 PM,0,156.1,14.17,94.9,18.52,6.13,0.2,NA
4/10/2021,1:10:00 PM,0,158.5,9.77,61.2,12.61,4.28,0.4,NA
4/10/2021,1:20:00 PM,0,114.8,6.36,46.28,7.83,2.732,0.2,NA
4/10/2021,1:30:00 PM,0,123.4,2.61,20.43,2.83,1.102,0.3,NA
4/10/2021,1:40:00 PM,0,315.4,5.09,38.8,5.71,2.165,0.7,NA
4/10/2021,1:50:00 PM,0,396,8.87,66.581,10.629,3.7893,1,NA
4/10/2021,2:00:00 PM,0,258.1,8.27,63.8,9.39,3.51,0.7,NA
4/10/2021,2:10:00 PM,0,190.1,18.3,128.5,23.39,7.851,0.4,NA
4/10/2021,2:20:00 PM,0,144.5,7.85,58.06,9.63,3.347,0.3,NA
4/10/2021,2:30:00 PM,0,213.7,9.29,68.92,10.764,3.902,0.5,NA
4/10/2021,2:40:00 PM,0,345,8.31,59.6,10.22,3.56,0.8,NA
4/10/2021,2:50:00 PM,0,142.4,7.49,51.291,9.682,3.2163,0.3,NA
4/10/2021,3:00:00 PM,0,664,9.91,68.071,13.006,4.2531,1,NA
4/10/2021,3:10:00 PM,0,293.3,0,0,0,0,1,NA
4/10/2021,3:20:00 PM,0,157.3,0,0,0,0,0.4,NA
4/10/2021,3:30:00 PM,0,190.4,0,0,0,0,0.6,NA
4/10/2021,3:40:00 PM,0,237.1,0.69,2.1,0.87,0.75,0.7,NA
4/10/2021,3:50:00 PM,0,134.8,0,0,0,0,0.3,NA
4/10/2021,4:00:00 PM,0,141.5,0,0,0,0,0.2,NA
4/10/2021,4:10:00 PM,0,167.5,0,0,0,0,0.5,NA
4/10/2021,4:20:00 PM,0,263.6,0.02,0.152,0.035,0.0093,0.7,NA
4/10/2021,4:30:00 PM,0,232.4,0,0,0,0,0.8,NA
4/10/2021,4:40:00 PM,0,265.2,0,0,0,0,0.9,NA
4/10/2021,4:50:00 PM,0,309,2.23,15.762,2.608,0.9586,0.7,NA
4/10/2021,5:00:00 PM,0,196.1,0.25,1.312,0.309,0.1646,0.6,NA
4/10/2021,5:10:00 PM,0,300.5,6.88,49.942,8.302,2.9462,0.8,NA
4/10/2021,5:20:00 PM,0,311.2,1.37,9.533,1.744,0.5838,0.7,NA
4/10/2021,5:30:00 PM,0,322.5,0.02,0.081,0.029,0.0093,1,NA
4/10/2021,5:40:00 PM,0,237.6,0,0,0,0,0.7,NA
4/10/2021,5:50:00 PM,0,150.4,0,0,0,0,0.3,NA
4/10/2021,6:00:00 PM,0,105.3,0,0,0,0,0.2,NA
4/10/2021,6:10:00 PM,0,175.3,0,0,0,0,0.4,NA
4/10/2021,6:20:00 PM,0,391,1.01,4.38,4.15,1.396,0.9,NA
4/10/2021,6:30:00 PM,0,392.1,1.89,13.43,2.198,0.8113,1,NA
4/10/2021,6:40:00 PM,0,269.2,1.51,11.12,1.798,0.64,0.8,NA
4/10/2021,6:50:00 PM,0,570.7,2.03,12.78,2.511,0.919,0.7,NA
4/10/2021,7:00:00 PM,0,509,0.16,1.311,0.163,0.069,1,NA
4/10/2021,7:10:00 PM,0,568.3,0,0,0,0,1,NA
4/10/2021,7:20:00 PM,0,1222.1,0,29.05,46.3,24.7,1,NA
4/10/2021,7:30:00 PM,0,680.7,0,15.01,23.8,10.47,1,NA
